Field1	Field2	Title1	Image1	productlink_URL1	Money1	Price1	Tag1	Info1							
	"NO, GO TO THE INDIA SITE."	SHORT SOFT DRESS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/short-soft-dress-p05039410.html	29.90 USD	29.90 USD		3							
	"NO, GO TO THE INDIA SITE."	CLEAN INTERLOCK PLUSH SWEATSHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/clean-interlock-plush-sweatshirt-p03199051.html	39.90 USD	39.90 USD	FEW ITEMS LEFT	2							
	"NO, GO TO THE INDIA SITE."	STRIPED OXFORD SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/striped-oxford-shirt-p08741083.html	39.90 USD	39.90 USD	FEW ITEMS LEFT								
	"NO, GO TO THE INDIA SITE."	SHORT SOFT DRESS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/short-soft-dress-p05039410.html	29.90 USD	29.90 USD		3							
	"NO, GO TO THE INDIA SITE."	ASYMMETRIC SKORT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/asymmetric-skort-p05427407.html	39.90 USD	39.90 USD		2							
	"NO, GO TO THE INDIA SITE."	WRAP FRONT SKORT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/wrap-front-skort-p01971229.html	39.90 USD	39.90 USD									
	"NO, GO TO THE INDIA SITE."	PRINTED SLIM SHIRT ZW COLLECTION	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/printed-slim-shirt-zw-collection-p02328004.html	49.90 USD	49.90 USD	FEW ITEMS LEFT								
	"NO, GO TO THE INDIA SITE."	DOUBLE FABRIC SHORTS WITH A HIGH WAIST	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/double-fabric-shorts-with-a-high-waist-p02427590.html	39.90 USD	39.90 USD		1							
	"NO, GO TO THE INDIA SITE."	PRINTED MINI DRESS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/printed-mini-dress-p09878082.html	49.90 USD	49.90 USD	FEW ITEMS LEFT	1							
	"NO, GO TO THE INDIA SITE."	BRAIDED BELT MINI SKIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/braided-belt-mini-skirt-p03897055.html	45.90 USD	45.90 USD	FEW ITEMS LEFT								
	"NO, GO TO THE INDIA SITE."	TAILORED DOUBLE BREASTED BLAZER	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/tailored-double-breasted-blazer-p07792293.html	89.90 USD	89.90 USD		3							
	"NO, GO TO THE INDIA SITE."	SHORT SOFT DRESS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/short-soft-dress-p00858018.html	39.90 USD	39.90 USD									
	"NO, GO TO THE INDIA SITE."	TRF MID WAIST BAGGY BALLOON JEANS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/trf-mid-waist-baggy-balloon-jeans-p03607025.html	49.90 USD	49.90 USD	FEW ITEMS LEFT	1							
	"NO, GO TO THE INDIA SITE."	TAILORED KNIT CARDIGAN	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/tailored-knit-cardigan-p05536005.html	59.90 USD	59.90 USD	FEW ITEMS LEFT								
	"NO, GO TO THE INDIA SITE."	ZW COLLECTION SHOULDER PAD DRESS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/zw-collection-shoulder-pad-dress-p02423475.html	89.90 USD	89.90 USD	FEW ITEMS LEFT								
	"NO, GO TO THE INDIA SITE."	PLEATED VEST PANTS JUMPSUIT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/pleated-vest-pants-jumpsuit-p02329876.html	89.90 USD	89.90 USD	FEW ITEMS LEFT								
	"NO, GO TO THE INDIA SITE."	DOUBLE FABRIC SHORTS WITH A HIGH WAIST	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/double-fabric-shorts-with-a-high-waist-p02427590.html	39.90 USD	39.90 USD		1							
	"NO, GO TO THE INDIA SITE."	ZW COLLECTION FLOCKED CAPRI PANTS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/zw-collection-flocked-capri-pants-p09863044.html	89.90 USD	89.90 USD									
	"NO, GO TO THE INDIA SITE."	HIGH-WAISTED SKORT WITH ADJUSTABLE DRAWSTRING ELASTIC WAISTBAND.	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/high-waisted-skort-with-adjustable-drawstring-elastic-waistband--p01821122.html	39.90 USD	12.99 USD	FEW ITEMS LEFT								
	"NO, GO TO THE INDIA SITE."	SIDE SLIT MINI SKIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/side-slit-mini-skirt-p02388539.html	47.90 USD	47.90 USD	FEW ITEMS LEFT								
	"NO, GO TO THE INDIA SITE."	VEST DRESS WITH BOX PLEAT SKIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/vest-dress-with-box-pleat-skirt-p00264306.html	45.90 USD	45.90 USD	FEW ITEMS LEFT								
	"NO, GO TO THE INDIA SITE."	CONTRASTING BOXER SHORTS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/contrasting-boxer-shorts-p06929401.html	39.90 USD	39.90 USD									
	"NO, GO TO THE INDIA SITE."	100% WOOL POCKET CARDIGAN	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/100-wool-pocket-cardigan-p02893050.html	69.90 USD	69.90 USD	FEW ITEMS LEFT	1							
	"NO, GO TO THE INDIA SITE."	ZW HIGH WAIST CROPPED BOOTCUT JEANS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/zw-high-waist-cropped-bootcut-jeans-p06840053.html	49.90 USD	49.90 USD	FEW ITEMS LEFT								
	"NO, GO TO THE INDIA SITE."	BELTED TAILORED DRESS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/belted-tailored-dress-p03067308.html	49.90 USD	49.90 USD	FEW ITEMS LEFT								
	"NO, GO TO THE INDIA SITE."	TIE DYE ELASTIC WAIST SHORTS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/tie-dye-elastic-waist-shorts-p08372225.html	39.90 USD	12.99 USD	FEW ITEMS LEFT								
	"NO, GO TO THE INDIA SITE."	PLEATED KNIT MINI SKIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/pleated-knit-mini-skirt-p06771153.html	35.90 USD	35.90 USD									
	"NO, GO TO THE INDIA SITE."	PLEATED POPLIN SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/pleated-poplin-shirt-p02309255.html	47.90 USD	47.90 USD									
	"NO, GO TO THE INDIA SITE."	KNIT MINI SKIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/knit-mini-skirt-p05536006.html	45.90 USD	45.90 USD	FEW ITEMS LEFT								
	"NO, GO TO THE INDIA SITE."	DRESS WITH DRAPED NECKLINE	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/dress-with-draped-neckline-p01165134.html	35.90 USD	12.99 USD									
	"NO, GO TO THE INDIA SITE."	ASYMMETRIC SKORT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/asymmetric-skort-p03067508.html	39.90 USD	39.90 USD	FEW ITEMS LEFT	2							
	"NO, GO TO THE INDIA SITE."	LACE UP SNEAKERS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/lace-up-sneakers-p15424310.html	35.90 USD	35.90 USD									
	"NO, GO TO THE INDIA SITE."	OVERSIZED SATIN EFFECT SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/oversized-satin-effect-shirt-p02412866.html	35.90 USD	35.90 USD									
	"NO, GO TO THE INDIA SITE."	BELTED JUMPSUIT DRESS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/belted-jumpsuit-dress-p03152307.html	59.90 USD	59.90 USD	FEW ITEMS LEFT								
	"NO, GO TO THE INDIA SITE."	OVERSIZED GABARDINE SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/oversized-gabardine-shirt-p01957004.html	39.90 USD	39.90 USD			POWDER BRONZER REFILL	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/powder-bronzer-refill-p24130836.html			19.90 USD	19.90 USD
	"NO, GO TO THE INDIA SITE."	OVERSIZED GABARDINE SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/oversized-gabardine-shirt-p01957004.html	39.90 USD	39.90 USD			FLAT KNEE HIGH BOOTS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/flat-knee-high-boots-p13004211.html			69.90 USD	69.90 USD
	"NO, GO TO THE INDIA SITE."	OVERSIZED GABARDINE SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/oversized-gabardine-shirt-p01957004.html	39.90 USD	39.90 USD			MINI SKIRT ZW COLLECTION	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/mini-skirt-zw-collection-p02144187.html			49.90 USD	49.90 USD
	"NO, GO TO THE INDIA SITE."	OVERSIZED GABARDINE SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/oversized-gabardine-shirt-p01957004.html	39.90 USD	39.90 USD			SHORT SLEEVE POLO DRESS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/short-sleeve-polo-dress-p05070154.html			45.90 USD	45.90 USD
	"NO, GO TO THE INDIA SITE."	OVERSIZED GABARDINE SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/oversized-gabardine-shirt-p01957004.html	39.90 USD	39.90 USD			PRINTED MINI DRESS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/printed-mini-dress-p09878082.html	FEW ITEMS LEFT	1	49.90 USD	49.90 USD
	"NO, GO TO THE INDIA SITE."	OVERSIZED GABARDINE SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/oversized-gabardine-shirt-p01957004.html	39.90 USD	39.90 USD			LUG SOLE HEELED BOOTS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/lug-sole-heeled-boots-p13078210.html	FEW ITEMS LEFT		69.90 USD	69.90 USD
	"NO, GO TO THE INDIA SITE."	OVERSIZED GABARDINE SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/oversized-gabardine-shirt-p01957004.html	39.90 USD	39.90 USD			ZW COLLECTION HIGH WAIST WIDE LEG JEANS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/zw-collection-high-waist-wide-leg-jeans-p09863045.html	FEW ITEMS LEFT		49.90 USD	49.90 USD
	"NO, GO TO THE INDIA SITE."	OVERSIZED GABARDINE SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/oversized-gabardine-shirt-p01957004.html	39.90 USD	39.90 USD			ASYMMETRIC SKORT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/asymmetric-skort-p05427407.html	FEW ITEMS LEFT	2	39.90 USD	39.90 USD
	"NO, GO TO THE INDIA SITE."	OVERSIZED GABARDINE SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/oversized-gabardine-shirt-p01957004.html	39.90 USD	39.90 USD			CONTRASTING BOXER WAIST MIDI SKIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/contrasting-boxer-waist-midi-skirt-p05427401.html			45.90 USD	22.99 USD
	"NO, GO TO THE INDIA SITE."	OVERSIZED GABARDINE SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/oversized-gabardine-shirt-p01957004.html	39.90 USD	39.90 USD			COMBINATION BELTED DRESS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/combination-belted-dress-p03152308.html			49.90 USD	49.90 USD
	"NO, GO TO THE INDIA SITE."	OVERSIZED GABARDINE SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/oversized-gabardine-shirt-p01957004.html	39.90 USD	39.90 USD			ASYMMETRIC SKORT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/asymmetric-skort-p03067508.html		2	39.90 USD	39.90 USD
	"NO, GO TO THE INDIA SITE."	OVERSIZED GABARDINE SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/oversized-gabardine-shirt-p01957004.html	39.90 USD	39.90 USD			OXFORD SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/oxford-shirt-p08372060.html		2	39.90 USD	39.90 USD
	"NO, GO TO THE INDIA SITE."	OVERSIZED GABARDINE SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/oversized-gabardine-shirt-p01957004.html	39.90 USD	39.90 USD			FULL-LENGTH FLARED PANTS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/full-length-flared-pants-p02192600.html	FEW ITEMS LEFT		49.90 USD	49.90 USD
	"NO, GO TO THE INDIA SITE."	OVERSIZED GABARDINE SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/oversized-gabardine-shirt-p01957004.html	39.90 USD	39.90 USD			SOFT BOMBER WITH STOPPERS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/soft-bomber-with-stoppers-p05070641.html	FEW ITEMS LEFT	1	47.90 USD	22.99 USD
	"NO, GO TO THE INDIA SITE."	OVERSIZED GABARDINE SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/oversized-gabardine-shirt-p01957004.html	39.90 USD	39.90 USD			PINSTRIPE SHORTS ZW COLLECTION	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/pinstripe-shorts-zw-collection-p02299807.html			69.90 USD	69.90 USD
	"NO, GO TO THE INDIA SITE."	OVERSIZED GABARDINE SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/oversized-gabardine-shirt-p01957004.html	39.90 USD	39.90 USD			BELTED SKORT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/belted-skort-p05427426.html			45.90 USD	45.90 USD
	"NO, GO TO THE INDIA SITE."	OVERSIZED GABARDINE SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/oversized-gabardine-shirt-p01957004.html	39.90 USD	39.90 USD			DOUBLE BELTED FITTED DRESS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/double-belted-fitted-dress-p03152310.html	FEW ITEMS LEFT		49.90 USD	49.90 USD
	"NO, GO TO THE INDIA SITE."	OVERSIZED GABARDINE SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/oversized-gabardine-shirt-p01957004.html	39.90 USD	39.90 USD			SHORT SOFT DRESS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/short-soft-dress-p05039410.html		3	29.90 USD	29.90 USD
	"NO, GO TO THE INDIA SITE."	OVERSIZED GABARDINE SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/oversized-gabardine-shirt-p01957004.html	39.90 USD	39.90 USD			CLEAN INTERLOCK PLUSH SWEATSHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/clean-interlock-plush-sweatshirt-p03199051.html	FEW ITEMS LEFT	2	39.90 USD	39.90 USD
	"NO, GO TO THE INDIA SITE."	OVERSIZED GABARDINE SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/oversized-gabardine-shirt-p01957004.html	39.90 USD	39.90 USD			STRIPED OXFORD SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/striped-oxford-shirt-p08741083.html	FEW ITEMS LEFT		39.90 USD	39.90 USD
	"NO, GO TO THE INDIA SITE."	OVERSIZED GABARDINE SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/oversized-gabardine-shirt-p01957004.html	39.90 USD	39.90 USD			SHORT SOFT DRESS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/short-soft-dress-p05039410.html		3	29.90 USD	29.90 USD
	"NO, GO TO THE INDIA SITE."	OVERSIZED GABARDINE SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/oversized-gabardine-shirt-p01957004.html	39.90 USD	39.90 USD			ASYMMETRIC SKORT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/asymmetric-skort-p05427407.html		2	39.90 USD	39.90 USD
	"NO, GO TO THE INDIA SITE."	OVERSIZED GABARDINE SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/oversized-gabardine-shirt-p01957004.html	39.90 USD	39.90 USD			WRAP FRONT SKORT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/wrap-front-skort-p01971229.html			39.90 USD	39.90 USD
	"NO, GO TO THE INDIA SITE."	OVERSIZED GABARDINE SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/oversized-gabardine-shirt-p01957004.html	39.90 USD	39.90 USD			PRINTED SLIM SHIRT ZW COLLECTION	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/printed-slim-shirt-zw-collection-p02328004.html	FEW ITEMS LEFT		49.90 USD	49.90 USD
	"NO, GO TO THE INDIA SITE."	OVERSIZED GABARDINE SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/oversized-gabardine-shirt-p01957004.html	39.90 USD	39.90 USD			DOUBLE FABRIC SHORTS WITH A HIGH WAIST	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/double-fabric-shorts-with-a-high-waist-p02427590.html		1	39.90 USD	39.90 USD
	"NO, GO TO THE INDIA SITE."	OVERSIZED GABARDINE SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/oversized-gabardine-shirt-p01957004.html	39.90 USD	39.90 USD			PRINTED MINI DRESS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/printed-mini-dress-p09878082.html	FEW ITEMS LEFT	1	49.90 USD	49.90 USD
	"NO, GO TO THE INDIA SITE."	OVERSIZED GABARDINE SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/oversized-gabardine-shirt-p01957004.html	39.90 USD	39.90 USD			BRAIDED BELT MINI SKIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/braided-belt-mini-skirt-p03897055.html	FEW ITEMS LEFT		45.90 USD	45.90 USD
	"NO, GO TO THE INDIA SITE."	OVERSIZED GABARDINE SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/oversized-gabardine-shirt-p01957004.html	39.90 USD	39.90 USD			TAILORED DOUBLE BREASTED BLAZER	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/tailored-double-breasted-blazer-p07792293.html		3	89.90 USD	89.90 USD
	"NO, GO TO THE INDIA SITE."	OVERSIZED GABARDINE SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/oversized-gabardine-shirt-p01957004.html	39.90 USD	39.90 USD			SHORT SOFT DRESS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/short-soft-dress-p00858018.html			39.90 USD	39.90 USD
	"NO, GO TO THE INDIA SITE."	OVERSIZED GABARDINE SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/oversized-gabardine-shirt-p01957004.html	39.90 USD	39.90 USD			TRF MID WAIST BAGGY BALLOON JEANS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/trf-mid-waist-baggy-balloon-jeans-p03607025.html	FEW ITEMS LEFT	1	49.90 USD	49.90 USD
	"NO, GO TO THE INDIA SITE."	OVERSIZED GABARDINE SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/oversized-gabardine-shirt-p01957004.html	39.90 USD	39.90 USD			TAILORED KNIT CARDIGAN	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/tailored-knit-cardigan-p05536005.html	FEW ITEMS LEFT		59.90 USD	59.90 USD
	"NO, GO TO THE INDIA SITE."	OVERSIZED GABARDINE SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/oversized-gabardine-shirt-p01957004.html	39.90 USD	39.90 USD			ZW COLLECTION SHOULDER PAD DRESS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/zw-collection-shoulder-pad-dress-p02423475.html	FEW ITEMS LEFT		89.90 USD	89.90 USD
	"NO, GO TO THE INDIA SITE."	OVERSIZED GABARDINE SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/oversized-gabardine-shirt-p01957004.html	39.90 USD	39.90 USD			PLEATED VEST PANTS JUMPSUIT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/pleated-vest-pants-jumpsuit-p02329876.html	FEW ITEMS LEFT		89.90 USD	89.90 USD
	"NO, GO TO THE INDIA SITE."	OVERSIZED GABARDINE SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/oversized-gabardine-shirt-p01957004.html	39.90 USD	39.90 USD			DOUBLE FABRIC SHORTS WITH A HIGH WAIST	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/double-fabric-shorts-with-a-high-waist-p02427590.html		1	39.90 USD	39.90 USD
	"NO, GO TO THE INDIA SITE."	OVERSIZED GABARDINE SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/oversized-gabardine-shirt-p01957004.html	39.90 USD	39.90 USD			ZW COLLECTION FLOCKED CAPRI PANTS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/zw-collection-flocked-capri-pants-p09863044.html			89.90 USD	89.90 USD
	"NO, GO TO THE INDIA SITE."	OVERSIZED GABARDINE SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/oversized-gabardine-shirt-p01957004.html	39.90 USD	39.90 USD			HIGH-WAISTED SKORT WITH ADJUSTABLE DRAWSTRING ELASTIC WAISTBAND.	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/high-waisted-skort-with-adjustable-drawstring-elastic-waistband--p01821122.html	FEW ITEMS LEFT		39.90 USD	12.99 USD
	"NO, GO TO THE INDIA SITE."	OVERSIZED GABARDINE SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/oversized-gabardine-shirt-p01957004.html	39.90 USD	39.90 USD			SIDE SLIT MINI SKIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/side-slit-mini-skirt-p02388539.html	FEW ITEMS LEFT		47.90 USD	47.90 USD
	"NO, GO TO THE INDIA SITE."	OVERSIZED GABARDINE SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/oversized-gabardine-shirt-p01957004.html	39.90 USD	39.90 USD			VEST DRESS WITH BOX PLEAT SKIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/vest-dress-with-box-pleat-skirt-p00264306.html	FEW ITEMS LEFT		45.90 USD	45.90 USD
	"NO, GO TO THE INDIA SITE."	OVERSIZED GABARDINE SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/oversized-gabardine-shirt-p01957004.html	39.90 USD	39.90 USD			CONTRASTING BOXER SHORTS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/contrasting-boxer-shorts-p06929401.html			39.90 USD	39.90 USD
	"NO, GO TO THE INDIA SITE."	OVERSIZED GABARDINE SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/oversized-gabardine-shirt-p01957004.html	39.90 USD	39.90 USD			100% WOOL POCKET CARDIGAN	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/100-wool-pocket-cardigan-p02893050.html	FEW ITEMS LEFT	1	69.90 USD	69.90 USD
	"NO, GO TO THE INDIA SITE."	OVERSIZED GABARDINE SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/oversized-gabardine-shirt-p01957004.html	39.90 USD	39.90 USD			ZW HIGH WAIST CROPPED BOOTCUT JEANS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/zw-high-waist-cropped-bootcut-jeans-p06840053.html	FEW ITEMS LEFT		49.90 USD	49.90 USD
	"NO, GO TO THE INDIA SITE."	OVERSIZED GABARDINE SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/oversized-gabardine-shirt-p01957004.html	39.90 USD	39.90 USD			BELTED TAILORED DRESS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/belted-tailored-dress-p03067308.html	FEW ITEMS LEFT		49.90 USD	49.90 USD
	"NO, GO TO THE INDIA SITE."	OVERSIZED GABARDINE SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/oversized-gabardine-shirt-p01957004.html	39.90 USD	39.90 USD			TIE DYE ELASTIC WAIST SHORTS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/tie-dye-elastic-waist-shorts-p08372225.html	FEW ITEMS LEFT		39.90 USD	12.99 USD
