Field1	Field2	Title1	Image1	productlink_URL1	Money1	Price1	Tag1	Info1							
	"NO, GO TO THE INDIA SITE."	RUFFLED PRINTED LACE INSERT SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/ruffled-printed-lace-insert-shirt-p08468155.html	45.90 USD	12.99 USD	FEW ITEMS LEFT								
	"NO, GO TO THE INDIA SITE."	DOUBLE BREASTED HIGH COLLAR WOOL BLEND COAT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/double-breasted-high-collar-wool-blend-coat-p08557102.html	129.00 USD	129.00 USD		2	MATTE FINISH NAIL POLISH TOP COAT	https://static.zara.net/photos///2023/I/2/1/p/4400/465/899/2/w/198/4400465899_6_1_1.jpg?ts=1697014167034	https://www.zara.com/us/en/matte-finish-nail-polish-top-coat-p24400465.html			10.90 USD	10.90 USD
	"NO, GO TO THE INDIA SITE."	DOUBLE BREASTED HIGH COLLAR WOOL BLEND COAT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/double-breasted-high-collar-wool-blend-coat-p08557102.html	129.00 USD	129.00 USD		2	FITTED JACQUARD DRESS	https://static.zara.net/photos///2023/I/0/1/p/1165/590/041/2/w/198/1165590041_6_1_1.jpg?ts=1693466708709	https://www.zara.com/us/en/fitted-jacquard-dress-p01165690.html	FEW ITEMS LEFT	2	39.90 USD	12.99 USD
	"NO, GO TO THE INDIA SITE."	DOUBLE BREASTED HIGH COLLAR WOOL BLEND COAT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/double-breasted-high-collar-wool-blend-coat-p08557102.html	129.00 USD	129.00 USD		2	PRINTED MINI DRESS	https://static.zara.net/photos///2024/V/0/1/p/9878/082/046/2/w/198/9878082046_6_1_1.jpg?ts=1706025339828	https://www.zara.com/us/en/printed-mini-dress-p09878082.html	FEW ITEMS LEFT	1	49.90 USD	49.90 USD
	"NO, GO TO THE INDIA SITE."	DOUBLE BREASTED HIGH COLLAR WOOL BLEND COAT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/double-breasted-high-collar-wool-blend-coat-p08557102.html	129.00 USD	129.00 USD		2	PRINTED SHIRT	https://static.zara.net/photos///2023/I/0/1/p/2492/151/070/2/w/198/2492151070_6_1_1.jpg?ts=1688627120336	https://www.zara.com/us/en/printed-shirt-p02492151.html	FEW ITEMS LEFT		22.99 USD	12.99 USD
	"NO, GO TO THE INDIA SITE."	DOUBLE BREASTED HIGH COLLAR WOOL BLEND COAT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/double-breasted-high-collar-wool-blend-coat-p08557102.html	129.00 USD	129.00 USD		2	MIXED SEMI-SHEER MINI DRESS	https://static.zara.net/photos///2024/V/0/1/p/9878/089/800/2/w/198/9878089800_6_1_1.jpg?ts=1704279154047	https://www.zara.com/us/en/mixed-semi-sheer-mini-dress-p09878276.html	FEW ITEMS LEFT		59.90 USD	59.90 USD
	"NO, GO TO THE INDIA SITE."	DOUBLE BREASTED HIGH COLLAR WOOL BLEND COAT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/double-breasted-high-collar-wool-blend-coat-p08557102.html	129.00 USD	129.00 USD		2	DRESS WITH DRAPED NECKLINE	https://static.zara.net/photos///2023/V/0/1/p/1165/134/615/2/w/198/1165134615_6_1_1.jpg?ts=1685543472562	https://www.zara.com/us/en/dress-with-draped-neckline-p01165134.html			35.90 USD	12.99 USD
	"NO, GO TO THE INDIA SITE."	DOUBLE BREASTED HIGH COLLAR WOOL BLEND COAT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/double-breasted-high-collar-wool-blend-coat-p08557102.html	129.00 USD	129.00 USD		2	RUFFLED SHIRT DRESS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/ruffled-shirt-dress-p03897174.html	FEW ITEMS LEFT		59.90 USD	59.90 USD
	"NO, GO TO THE INDIA SITE."	DOUBLE BREASTED HIGH COLLAR WOOL BLEND COAT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/double-breasted-high-collar-wool-blend-coat-p08557102.html	129.00 USD	129.00 USD		2	RUFFLED ANIMAL PRINT TOP	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/ruffled-animal-print-top-p00387162.html			45.90 USD	12.99 USD
	"NO, GO TO THE INDIA SITE."	DOUBLE BREASTED HIGH COLLAR WOOL BLEND COAT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/double-breasted-high-collar-wool-blend-coat-p08557102.html	129.00 USD	129.00 USD		2	FLORAL PRINT TOP	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/floral-print-top-p02492153.html			45.90 USD	12.99 USD
	"NO, GO TO THE INDIA SITE."	DOUBLE BREASTED HIGH COLLAR WOOL BLEND COAT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/double-breasted-high-collar-wool-blend-coat-p08557102.html	129.00 USD	129.00 USD		2	TIED PRINTED TOP	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/tied-printed-top-p01165163.html			39.90 USD	12.99 USD
	"NO, GO TO THE INDIA SITE."	DOUBLE BREASTED HIGH COLLAR WOOL BLEND COAT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/double-breasted-high-collar-wool-blend-coat-p08557102.html	129.00 USD	129.00 USD		2	CROPPED SOFT JACKET	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/cropped-soft-jacket-p03046260.html		1	49.90 USD	49.90 USD
	"NO, GO TO THE INDIA SITE."	DOUBLE BREASTED HIGH COLLAR WOOL BLEND COAT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/double-breasted-high-collar-wool-blend-coat-p08557102.html	129.00 USD	129.00 USD		2	RUFFLED PRINTED LACE INSERT SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/ruffled-printed-lace-insert-shirt-p08468155.html	FEW ITEMS LEFT		45.90 USD	12.99 USD
	"NO, GO TO THE INDIA SITE."	DOUBLE BREASTED HIGH COLLAR WOOL BLEND COAT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/double-breasted-high-collar-wool-blend-coat-p08557102.html	129.00 USD	129.00 USD		2	DOUBLE BREASTED HIGH COLLAR WOOL BLEND COAT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/double-breasted-high-collar-wool-blend-coat-p08557102.html		2	129.00 USD	129.00 USD
	"NO, GO TO THE INDIA SITE."	POWDER BRONZER REFILL	https://static.zara.net/photos///2021/V/2/1/p/4130/836/734/2/w/198/4130836734_6_1_1.jpg?ts=1620035148019	https://www.zara.com/us/en/powder-bronzer-refill-p24130836.html	19.90 USD	19.90 USD									
	"NO, GO TO THE INDIA SITE."	SHORT SOFT DRESS	https://static.zara.net/photos///2023/I/0/1/p/5039/410/720/2/w/198/5039410720_6_1_1.jpg?ts=1695194073347	https://www.zara.com/us/en/short-soft-dress-p05039410.html	29.90 USD	29.90 USD		3							
	"NO, GO TO THE INDIA SITE."	SHORT FLORAL PRINT DRESS	https://static.zara.net/photos///2023/I/0/1/p/2492/951/080/2/w/198/2492951080_6_1_1.jpg?ts=1689696906970	https://www.zara.com/us/en/short-floral-print-dress-p02492951.html	49.90 USD	12.99 USD	FEW ITEMS LEFT								
	"NO, GO TO THE INDIA SITE."	COMBINATION VEST DRESS	https://static.zara.net/photos///2024/V/0/1/p/2086/834/830/2/w/198/2086834830_6_1_1.jpg?ts=1700741400585	https://www.zara.com/us/en/combination-vest-dress-p02086834.html	59.90 USD	59.90 USD	FEW ITEMS LEFT								
	"NO, GO TO THE INDIA SITE."	SHORT SOFT DRESS	https://static.zara.net/photos///2023/I/0/1/p/5039/410/800/2/w/198/5039410800_6_1_1.jpg?ts=1695194071009	https://www.zara.com/us/en/short-soft-dress-p05039410.html	29.90 USD	29.90 USD		3							
	"NO, GO TO THE INDIA SITE."	POINTELLE KNIT CARDIGAN	https://static.zara.net/photos///2023/I/0/1/p/4331/133/800/2/w/198/4331133800_6_1_1.jpg?ts=1695365473127	https://www.zara.com/us/en/pointelle-knit-cardigan-p04331133.html	49.90 USD	22.99 USD									
	"NO, GO TO THE INDIA SITE."	PRINTED MINI DRESS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/printed-mini-dress-p09878082.html	49.90 USD	49.90 USD		1							
	"NO, GO TO THE INDIA SITE."	SOFT BOMBER WITH STOPPERS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/soft-bomber-with-stoppers-p05070641.html	47.90 USD	22.99 USD	FEW ITEMS LEFT	1							
	"NO, GO TO THE INDIA SITE."	ZW COLLECTION SHOULDER PAD DRESS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/zw-collection-shoulder-pad-dress-p02423475.html	89.90 USD	89.90 USD	FEW ITEMS LEFT								
	"NO, GO TO THE INDIA SITE."	RUCHED WAIST SATIN EFFECT MIDI DRESS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/ruched-waist-satin-effect-midi-dress-p02454845.html	69.90 USD	69.90 USD	FEW ITEMS LEFT								
	"NO, GO TO THE INDIA SITE."	SHORT SLEEVE POLO DRESS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/short-sleeve-polo-dress-p05070154.html	45.90 USD	45.90 USD									
	"NO, GO TO THE INDIA SITE."	FITTED JACQUARD DRESS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/fitted-jacquard-dress-p01165690.html	39.90 USD	12.99 USD	FEW ITEMS LEFT	2							
	"NO, GO TO THE INDIA SITE."	PRINTED MINI DRESS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/printed-mini-dress-p09878082.html	49.90 USD	49.90 USD	FEW ITEMS LEFT	1							
	"NO, GO TO THE INDIA SITE."	SHORT STRETCH KNIT DRESS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/short-stretch-knit-dress-p05039644.html	35.90 USD	35.90 USD		4							
	"NO, GO TO THE INDIA SITE."	SHORT SOFT DRESS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/short-soft-dress-p05039410.html	29.90 USD	29.90 USD		3							
	"NO, GO TO THE INDIA SITE."	SOFT DRESS WITH PEARLS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/soft-dress-with-pearls-p05039329.html	35.90 USD	35.90 USD									
	"NO, GO TO THE INDIA SITE."	FAUX LEATHER HIGH-WAISTED LEGGINGS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/faux-leather-high-waisted-leggings-p08372294.html	39.90 USD	22.99 USD									
	"NO, GO TO THE INDIA SITE."	FELT TEXTURE COAT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/felt-texture-coat-p05070940.html	49.90 USD	49.90 USD		3							
	"NO, GO TO THE INDIA SITE."	PLEATED VEST PANTS JUMPSUIT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/pleated-vest-pants-jumpsuit-p02329876.html	89.90 USD	89.90 USD	FEW ITEMS LEFT								
	"NO, GO TO THE INDIA SITE."	DRESS WITH DRAPED NECKLINE	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/dress-with-draped-neckline-p01165134.html	35.90 USD	12.99 USD									
	"NO, GO TO THE INDIA SITE."	SOFT KNIT MINI DRESS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/soft-knit-mini-dress-p05536147.html	49.90 USD	49.90 USD									
	"NO, GO TO THE INDIA SITE."	SHIRTDRESS ZW COLLECTION	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/shirtdress-zw-collection-p09222513.html	69.90 USD	69.90 USD	FEW ITEMS LEFT								
	"NO, GO TO THE INDIA SITE."	SHORT SOFT DRESS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/short-soft-dress-p00858018.html	39.90 USD	39.90 USD									
	"NO, GO TO THE INDIA SITE."	SOFT WRAP KIMONO	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/soft-wrap-kimono-p01131852.html	45.90 USD	15.99 USD									
	"NO, GO TO THE INDIA SITE."	CREPE SHOULDER PAD MIDI DRESS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/crepe-shoulder-pad-midi-dress-p09878091.html	49.90 USD	49.90 USD	FEW ITEMS LEFT								
	"NO, GO TO THE INDIA SITE."	SHORT KNIT DRESS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/short-knit-dress-p05536162.html	49.90 USD	49.90 USD		1							
	"NO, GO TO THE INDIA SITE."	SHORT SOFT DRESS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/short-soft-dress-p05039410.html	29.90 USD	29.90 USD		3							
	"NO, GO TO THE INDIA SITE."	FITTED MINI DRESS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/fitted-mini-dress-p04174328.html	19.90 USD	12.99 USD		2							
	"NO, GO TO THE INDIA SITE."	PRINTED SATIN EFFECT MIDI DRESS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/printed-satin-effect-midi-dress-p02398113.html	69.90 USD	69.90 USD	FEW ITEMS LEFT								
	"NO, GO TO THE INDIA SITE."	PANTS WITH A HIGH WAIST	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/pants-with-a-high-waist-p09929132.html	45.90 USD	45.90 USD		6							
	"NO, GO TO THE INDIA SITE."	SIDE BUTTON KNIT SWEATER	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/side-button-knit-sweater-p03646001.html	39.90 USD	39.90 USD	FEW ITEMS LEFT								
	"NO, GO TO THE INDIA SITE."	STRIPED MOCK NECK KNIT DRESS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/striped-mock-neck-knit-dress-p02142035.html	49.90 USD	49.90 USD									
	"NO, GO TO THE INDIA SITE."	CONTRASTING MIDI DRESS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/contrasting-midi-dress-p00264025.html	47.90 USD	47.90 USD									
	"NO, GO TO THE INDIA SITE."	BLAZER WITH ROLLED-UP SLEEVES	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/blazer-with-rolled-up-sleeves-p07940760.html	69.90 USD	69.90 USD	FEW ITEMS LEFT	2							
	"NO, GO TO THE INDIA SITE."	RUCHED CHOKER DRESS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/ruched-choker-dress-p02333934.html	49.90 USD	49.90 USD									
	"NO, GO TO THE INDIA SITE."	TAILORED DOUBLE BREASTED BLAZER	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/tailored-double-breasted-blazer-p07792293.html	89.90 USD	89.90 USD		3							
	"NO, GO TO THE INDIA SITE."	DRAPED ASYMMETRIC DELICATE SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/draped-asymmetric-delicate-shirt-p00858012.html	27.90 USD	27.90 USD	FEW ITEMS LEFT								
	"NO, GO TO THE INDIA SITE."	CONTRASTING BOXER WAIST MIDI SKIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/contrasting-boxer-waist-midi-skirt-p05427401.html	45.90 USD	22.99 USD									
	"NO, GO TO THE INDIA SITE."	FITTED STRAP DRESS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/fitted-strap-dress-p04661307.html	49.90 USD	49.90 USD	FEW ITEMS LEFT								
	"NO, GO TO THE INDIA SITE."	TIE DYE PRINT OVERSIZED BLOUSE	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/tie-dye-print-oversized-blouse-p02298169.html	49.90 USD	12.99 USD									
	"NO, GO TO THE INDIA SITE."	FELT TEXTURE COAT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/felt-texture-coat-p05070940.html	49.90 USD	49.90 USD		3							
	"NO, GO TO THE INDIA SITE."	RUFFLED SHIRT DRESS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/ruffled-shirt-dress-p03897174.html	59.90 USD	59.90 USD	FEW ITEMS LEFT								
	"NO, GO TO THE INDIA SITE."	ASYMMETRIC SKORT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/asymmetric-skort-p03067508.html	39.90 USD	39.90 USD		2							
	"NO, GO TO THE INDIA SITE."	QUILTED JACKET ZW COLLECTION	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/quilted-jacket-zw-collection-p00518048.html	129.00 USD	49.99 USD		1							
	"NO, GO TO THE INDIA SITE."	SOFT KNIT MIDI DRESS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/soft-knit-midi-dress-p02142238.html	59.90 USD	59.90 USD	FEW ITEMS LEFT								
	"NO, GO TO THE INDIA SITE."	SHORT TEXTURED DRESS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/short-textured-dress-p05039302.html	35.90 USD	35.90 USD	FEW ITEMS LEFT								
	"NO, GO TO THE INDIA SITE."	BELTED JUMPSUIT DRESS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/belted-jumpsuit-dress-p03152307.html	59.90 USD	59.90 USD	FEW ITEMS LEFT								
	"NO, GO TO THE INDIA SITE."	OXFORD SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/oxford-shirt-p08372060.html	39.90 USD	39.90 USD		2							
	"NO, GO TO THE INDIA SITE."	TAILORED WAIST MIDI DRESS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/tailored-waist-midi-dress-p09878076.html	49.90 USD	49.90 USD	FEW ITEMS LEFT								
	"NO, GO TO THE INDIA SITE."	PLUSH WASHED EFFECT SWEATSHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/plush-washed-effect-sweatshirt-p03854809.html	45.90 USD	45.90 USD	FEW ITEMS LEFT								
	"NO, GO TO THE INDIA SITE."	FLORAL PRINT SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/floral-print-shirt-p08560157.html	47.90 USD	12.99 USD			POWDER BRONZER REFILL	https://static.zara.net/photos///2021/V/2/1/p/4130/836/734/2/w/198/4130836734_6_1_1.jpg?ts=1620035148019	https://www.zara.com/us/en/powder-bronzer-refill-p24130836.html			19.90 USD	19.90 USD
	"NO, GO TO THE INDIA SITE."	FLORAL PRINT SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/floral-print-shirt-p08560157.html	47.90 USD	12.99 USD			SHORT SOFT DRESS	https://static.zara.net/photos///2023/I/0/1/p/5039/410/720/2/w/198/5039410720_6_1_1.jpg?ts=1695194073347	https://www.zara.com/us/en/short-soft-dress-p05039410.html		3	29.90 USD	29.90 USD
	"NO, GO TO THE INDIA SITE."	FLORAL PRINT SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/floral-print-shirt-p08560157.html	47.90 USD	12.99 USD			SHORT FLORAL PRINT DRESS	https://static.zara.net/photos///2023/I/0/1/p/2492/951/080/2/w/198/2492951080_6_1_1.jpg?ts=1689696906970	https://www.zara.com/us/en/short-floral-print-dress-p02492951.html	FEW ITEMS LEFT		49.90 USD	12.99 USD
	"NO, GO TO THE INDIA SITE."	FLORAL PRINT SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/floral-print-shirt-p08560157.html	47.90 USD	12.99 USD			COMBINATION VEST DRESS	https://static.zara.net/photos///2024/V/0/1/p/2086/834/830/2/w/198/2086834830_6_1_1.jpg?ts=1700741400585	https://www.zara.com/us/en/combination-vest-dress-p02086834.html	FEW ITEMS LEFT		59.90 USD	59.90 USD
	"NO, GO TO THE INDIA SITE."	FLORAL PRINT SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/floral-print-shirt-p08560157.html	47.90 USD	12.99 USD			SHORT SOFT DRESS	https://static.zara.net/photos///2023/I/0/1/p/5039/410/800/2/w/198/5039410800_6_1_1.jpg?ts=1695194071009	https://www.zara.com/us/en/short-soft-dress-p05039410.html		3	29.90 USD	29.90 USD
	"NO, GO TO THE INDIA SITE."	FLORAL PRINT SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/floral-print-shirt-p08560157.html	47.90 USD	12.99 USD			POINTELLE KNIT CARDIGAN	https://static.zara.net/photos///2023/I/0/1/p/4331/133/800/2/w/198/4331133800_6_1_1.jpg?ts=1695365473127	https://www.zara.com/us/en/pointelle-knit-cardigan-p04331133.html			49.90 USD	22.99 USD
	"NO, GO TO THE INDIA SITE."	FLORAL PRINT SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/floral-print-shirt-p08560157.html	47.90 USD	12.99 USD			PRINTED MINI DRESS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/printed-mini-dress-p09878082.html		1	49.90 USD	49.90 USD
	"NO, GO TO THE INDIA SITE."	FLORAL PRINT SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/floral-print-shirt-p08560157.html	47.90 USD	12.99 USD			SOFT BOMBER WITH STOPPERS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/soft-bomber-with-stoppers-p05070641.html	FEW ITEMS LEFT	1	47.90 USD	22.99 USD
	"NO, GO TO THE INDIA SITE."	FLORAL PRINT SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/floral-print-shirt-p08560157.html	47.90 USD	12.99 USD			ZW COLLECTION SHOULDER PAD DRESS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/zw-collection-shoulder-pad-dress-p02423475.html	FEW ITEMS LEFT		89.90 USD	89.90 USD
	"NO, GO TO THE INDIA SITE."	FLORAL PRINT SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/floral-print-shirt-p08560157.html	47.90 USD	12.99 USD			RUCHED WAIST SATIN EFFECT MIDI DRESS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/ruched-waist-satin-effect-midi-dress-p02454845.html	FEW ITEMS LEFT		69.90 USD	69.90 USD
	"NO, GO TO THE INDIA SITE."	FLORAL PRINT SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/floral-print-shirt-p08560157.html	47.90 USD	12.99 USD			SHORT SLEEVE POLO DRESS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/short-sleeve-polo-dress-p05070154.html			45.90 USD	45.90 USD
	"NO, GO TO THE INDIA SITE."	FLORAL PRINT SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/floral-print-shirt-p08560157.html	47.90 USD	12.99 USD			FITTED JACQUARD DRESS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/fitted-jacquard-dress-p01165690.html	FEW ITEMS LEFT	2	39.90 USD	12.99 USD
	"NO, GO TO THE INDIA SITE."	FLORAL PRINT SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/floral-print-shirt-p08560157.html	47.90 USD	12.99 USD			PRINTED MINI DRESS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/printed-mini-dress-p09878082.html	FEW ITEMS LEFT	1	49.90 USD	49.90 USD
	"NO, GO TO THE INDIA SITE."	FLORAL PRINT SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/floral-print-shirt-p08560157.html	47.90 USD	12.99 USD			SHORT STRETCH KNIT DRESS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/short-stretch-knit-dress-p05039644.html		4	35.90 USD	35.90 USD
	"NO, GO TO THE INDIA SITE."	FLORAL PRINT SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/floral-print-shirt-p08560157.html	47.90 USD	12.99 USD			SHORT SOFT DRESS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/short-soft-dress-p05039410.html		3	29.90 USD	29.90 USD
	"NO, GO TO THE INDIA SITE."	FLORAL PRINT SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/floral-print-shirt-p08560157.html	47.90 USD	12.99 USD			SOFT DRESS WITH PEARLS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/soft-dress-with-pearls-p05039329.html			35.90 USD	35.90 USD
	"NO, GO TO THE INDIA SITE."	FLORAL PRINT SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/floral-print-shirt-p08560157.html	47.90 USD	12.99 USD			FAUX LEATHER HIGH-WAISTED LEGGINGS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/faux-leather-high-waisted-leggings-p08372294.html			39.90 USD	22.99 USD
	"NO, GO TO THE INDIA SITE."	FLORAL PRINT SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/floral-print-shirt-p08560157.html	47.90 USD	12.99 USD			FELT TEXTURE COAT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/felt-texture-coat-p05070940.html		3	49.90 USD	49.90 USD
	"NO, GO TO THE INDIA SITE."	FLORAL PRINT SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/floral-print-shirt-p08560157.html	47.90 USD	12.99 USD			PLEATED VEST PANTS JUMPSUIT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/pleated-vest-pants-jumpsuit-p02329876.html	FEW ITEMS LEFT		89.90 USD	89.90 USD
